player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,name_full
136216,Laurynas,Antropikas,U,1993-08-10,LTU,,,Laurynas Antropikas
136217,Tautvydas,Motiejunas,U,1993-04-30,LTU,,,Tautvydas Motiejunas
136218,Dane,Pfeiffer,R,1985-05-17,USA,,,Dane Pfeiffer
136219,Ivan,Jorge,L,1991-06-05,ARG,,,Ivan Jorge
136220,Bartosz,Jozwiak,U,1988-08-30,POL,,,Bartosz Jozwiak
136221,Daniel,Mihalov,U,1990-05-01,USA,,,Daniel Mihalov
136222,Brandon,Taylor,U,1990-12-17,USA,,,Brandon Taylor
136223,Selles,Morris,R,1966-02-08,USA,,,Selles Morris
136224,Jason,Simon,U,1991-08-30,USA,,,Jason Simon
136225,Matt,Bradford,R,1974-09-07,USA,,,Matt Bradford
136226,Ahmed,Al Khafaji,R,1990-01-07,IRQ,,,Ahmed Al Khafaji
136227,Karl,Morgan,U,1981-03-21,USA,,,Karl Morgan
136228,Zack,Gharst,U,1994-01-20,USA,,,Zack Gharst
136229,Christopher,Radke,R,1987-10-12,USA,,,Christopher Radke
136230,Lukas,Holzner,U,1989-09-07,ITA,,,Lukas Holzner
136231,Renzo,Rovetto,R,1989-09-01,ARG,,,Renzo Rovetto
136232,Jorge,Carretero Fernandez,R,1992-06-17,ESP,,,Jorge Carretero Fernandez
136233,Ruslan,Miroshnychenko,U,1992-08-11,UKR,,,Ruslan Miroshnychenko
136234,Alexey,Akulshin,R,1985-11-01,RUS,,,Alexey Akulshin
136235,Fredrik,Fassio,U,1974-03-07,SWE,,,Fredrik Fassio
136236,Alexandr,Ivanov,U,1990-06-07,RUS,,,Alexandr Ivanov
136237,Mikita,Karpovich,R,1992-04-07,BLR,,,Mikita Karpovich
136238,Martin,Wieand,U,1990-07-07,GER,,,Martin Wieand
136239,Otto,Bschorer,U,1993-12-01,GER,,,Otto Bschorer
136240,Michael,Dure,U,1993-06-24,GER,,,Michael Dure
136241,Stephane,Grail,U,1975-03-20,FRA,,,Stephane Grail
136242,Jakub,Soucek,U,1990-06-07,CZE,,,Jakub Soucek
136243,Marco,Carvajal Gomez,U,1993-02-03,ESP,,,Marco Carvajal Gomez
136244,Jussi,Nevanlinna,U,1979-02-05,FIN,,,Jussi Nevanlinna
136245,Stefan,Nikolic,R,1988-05-18,SRB,,,Stefan Nikolic
136246,Jovan,Stankovic,U,1993-09-21,SRB,,,Jovan Stankovic
136247,Sebastian,Weber,U,1987-01-07,GER,,,Sebastian Weber
136248,Federico,Gonzalez Senmartin,U,1993-02-22,ARG,,,Federico Gonzalez Senmartin
136249,Fernando,Guevel,U,1973-09-17,ARG,,,Fernando Guevel
136250,Juan Felipe,Velasquez,U,1994-02-22,COL,,,Juan Felipe Velasquez
136251,David A,Torres,U,1993-01-21,COL,,,David A Torres
136252,Filip,Aleksic,U,1993-05-04,SRB,,,Filip Aleksic
136253,Yasen,Tsanev,R,1992-11-14,BUL,,,Yasen Tsanev
136254,Christian,Van Diemen Ribas,U,1992-03-07,NED,,,Christian Van Diemen Ribas
136255,Jonathan,Lim,U,1986-03-21,AUS,,,Jonathan Lim
136256,Nicholas,Pantoja,R,1986-09-29,AUS,,,Nicholas Pantoja
136257,Justin,Manaf,U,1990-12-22,AUS,,,Justin Manaf
136258,Jackson,Boyan,U,1991-01-17,AUS,,,Jackson Boyan
136259,Franck,Hervy,U,1964-05-31,FRA,,,Franck Hervy
136260,Pierre Antoine,Dumas,U,1985-01-12,FRA,,,Pierre Antoine Dumas
136261,Dennis,Witzmann,R,1989-04-26,GER,,,Dennis Witzmann
136262,Marc,Herrmann,U,1993-07-09,GER,,,Marc Herrmann
136263,Niclas,Nienhuysen,U,1993-08-04,GER,,,Niclas Nienhuysen
136264,Mathieu,Froment,U,1992-01-29,FRA,,,Mathieu Froment
136265,Francis,Sargeant,U,1993-07-09,GBR,,,Francis Sargeant
136266,William,Dainty,U,1992-04-15,GBR,,,William Dainty
136267,Niklas,Joensson,L,1991-07-19,SWE,,,Niklas Joensson
136268,Callum,Poland Smith,R,1995-04-25,GBR,,,Callum Poland Smith
136269,Vladimir,Molkanov,R,1992-08-31,RUS,,,Vladimir Molkanov
136270,Alexander,Reut,R,1976-06-21,RUS,,,Alexander Reut
136271,Alexander,Kasko,U,1993-02-16,RUS,,,Alexander Kasko
136272,Anas,Mountassir,R,1989-09-10,MAR,,,Anas Mountassir
136273,Sulaiman,Alqasem,U,1994-01-16,KSA,,,Sulaiman Alqasem
136274,Wojciech,Bakowski,R,1993-04-16,POL,,,Wojciech Bakowski
136275,Jorge,Cadona,U,1989-06-05,AUS,,,Jorge Cadona
136276,Hamza,El Houari,R,1994-04-24,MAR,,,Hamza El Houari
136277,Nathan,Hawke,U,1992-08-12,AUS,,,Nathan Hawke
136278,Sebastian,Geigle,R,1986-01-19,GER,,,Sebastian Geigle
136279,Tobias,Geigle,L,1992-02-04,GER,,,Tobias Geigle
136280,Frederic,Stotz,R,1982-05-18,FRA,,,Frederic Stotz
136281,Quentin,Bauer,R,1993-08-11,FRA,,,Quentin Bauer
136282,Adi,Zilberstein,U,1992-02-16,ISR,,,Adi Zilberstein
136283,Vincent,Lovens,U,1982-12-29,SUI,,,Vincent Lovens
136284,Nicolas,Heintz,U,1993-07-15,FRA,,,Nicolas Heintz
136285,Ludovic,Rechenmann,U,1989-10-16,SUI,,,Ludovic Rechenmann
136286,Guillaume,Rauseo,U,1993-04-08,FRA,,,Guillaume Rauseo
136287,Michael,Koran,U,1991-03-06,SUI,,,Michael Koran
136288,Sergio,Nunez Heras,U,1993-06-30,ESP,,,Sergio Nunez Heras
136289,Danny,Hawker,L,1993-05-08,GBR,,,Danny Hawker
136290,George,Chater Clark,R,1990-11-15,GBR,,,George Chater Clark
136291,Luke,Wainwright,R,1991-08-09,GBR,,,Luke Wainwright
136292,Dominik,Matuszewski,R,1992-06-16,CAN,,,Dominik Matuszewski
136293,Marc Andre,Gauthier,R,1993-07-21,CAN,,,Marc Andre Gauthier
136294,Elias,Faltenhine,U,1990-07-12,CAN,,,Elias Faltenhine
136295,Galin,Nizortchev,U,1989-05-10,CAN,,,Galin Nizortchev
136296,Thomas,Armstrong,R,1990-11-26,CAN,,,Thomas Armstrong
136297,Zack,Harmath,U,1993-12-02,CAN,,,Zack Harmath
136298,Derek,Mcgovern,U,1975-11-14,CAN,,,Derek Mcgovern
136299,Ivan,Villanueva,R,1992-02-20,MEX,,,Ivan Villanueva
136300,Mischa,Moscovitch,U,1991-03-10,CAN,,,Mischa Moscovitch
136301,Zachary,Green,U,1993-02-08,CAN,,,Zachary Green
136302,Fabien,Paget,R,1983-12-26,FRA,,,Fabien Paget
136303,Nicolas,Bidart,U,1981-06-16,FRA,,,Nicolas Bidart
136304,Guillaume,Ledrap,U,1989-11-20,FRA,,,Guillaume Ledrap
136305,Gerard,Codino,R,1960-08-26,FRA,,,Gerard Codino
136306,Dimitri,Garcia,U,1992-05-25,FRA,,,Dimitri Garcia
136307,Jose,Ortiz Montero De Esp,U,1993-04-02,ESP,,,Jose Ortiz Montero De Esp
136308,Alberto Javier,Martinez Pastor,U,1986-01-17,ESP,,,Alberto Javier Martinez Pastor
136309,James,Armstrong,R,1987-12-30,GBR,,,James Armstrong
136310,Alexander John,King,U,1992-11-18,GBR,,,Alexander John King
136311,Dominik,Egolf,R,1989-11-11,SUI,,,Dominik Egolf
136312,Gary,Gottlieb,U,1970-02-18,CAN,,,Gary Gottlieb
136313,Daniel Adam,Bednarczyk,R,1994-10-03,CAN,,,Daniel Adam Bednarczyk
136314,Michael,Rudan,U,1976-01-02,CAN,,,Michael Rudan
136315,Alvaro Felipe,Diaz,U,1993-07-26,CAN,,,Alvaro Felipe Diaz
136316,Bob,Tamblyn,U,1971-10-27,CAN,,,Bob Tamblyn
136317,Joshua,Malyon,U,1993-09-12,CAN,,,Joshua Malyon
136318,Miguel,Pires,U,1977-01-12,POR,,,Miguel Pires
136319,Tiago,Vasquez,U,1976-06-27,POR,,,Tiago Vasquez
136320,Jose Antonio,Toribio Castello,U,1991-04-27,ESP,,,Jose Antonio Toribio Castello
136321,Jose Manuel,Moreno Manzano,U,1995-01-23,ESP,,,Jose Manuel Moreno Manzano
136322,Francois,Baldner,U,1983-09-02,FRA,,,Francois Baldner
136323,Oliver,Hilderbrant,U,1992-01-18,SWE,,,Oliver Hilderbrant
136324,Maxim,Kartavtsev,U,1992-07-17,BLR,,,Maxim Kartavtsev
136325,Olle,Idestrom,U,1983-10-27,SWE,,,Olle Idestrom
136326,Baglan,Sariev,U,1994-06-26,KAZ,,,Baglan Sariev
136327,Beksultan,Abulkhanov,R,1995-02-11,KAZ,,,Beksultan Abulkhanov
136328,Ricardo,Sola,U,1993-02-25,ECU,,,Ricardo Sola
136329,Lucas,Daquino,U,1991-08-31,ARG,,,Lucas Daquino
136330,Nicolas,Plaza,U,1992-03-22,ECU,,,Nicolas Plaza
136331,Andres Javier,Veliz Mosquera,U,1993-03-01,ECU,,,Andres Javier Veliz Mosquera
136332,Andres,Vazquez Machuca,U,1992-07-29,ECU,,,Andres Vazquez Machuca
136333,Cristian Gerardo,Moreno Perez,U,1989-05-20,MEX,,,Cristian Gerardo Moreno Perez
136334,Cesar Dala,Vazquez Navarro,U,1995-01-30,MEX,,,Cesar Dala Vazquez Navarro
136335,Cesar,Alvarez De La Mora,U,1993-03-05,MEX,,,Cesar Alvarez De La Mora
136336,Josias,Majarrez Muriilo,U,1990-04-03,MEX,,,Josias Majarrez Muriilo
136337,Brandon,Hooker,U,1988-03-22,USA,,,Brandon Hooker
136338,Edgar Elias,Sanchez Rabago,U,1994-09-09,MEX,,,Edgar Elias Sanchez Rabago
136339,Ernesto,Santillan,U,1992-05-12,MEX,,,Ernesto Santillan
136340,Jaime,Venegas,U,1976-09-14,MEX,,,Jaime Venegas
136341,Jose Carlos,Montibeller,R,1992-08-10,MEX,,,Jose Carlos Montibeller
136342,Alejandro,Martinez Medina,U,1992-12-23,MEX,,,Alejandro Martinez Medina
136343,Javier,Gomez,R,1984-08-19,MEX,,,Javier Gomez
136344,Adrian,Fermin,U,1986-04-07,MEX,,,Adrian Fermin
136345,Sohejl,Shahshahani Far,U,1992-01-16,IRI,,,Sohejl Shahshahani Far
136346,Mohammad Ali,Nematpour,U,1986-03-13,IRI,,,Mohammad Ali Nematpour
136347,Sohrab,Bahmanjeh,R,1993-05-24,IRI,,,Sohrab Bahmanjeh
136348,Seyed Shahab Edin,Mousavian,U,1996-02-23,IRI,,,Seyed Shahab Edin Mousavian
136349,Farokh,Saberi,U,1969-11-05,IRI,,,Farokh Saberi
136350,Kianosh,Fakharzadeh,L,1992-10-06,IRI,,,Kianosh Fakharzadeh
136351,Iman,Golmohammdi,U,1988-09-06,IRI,,,Iman Golmohammdi
136352,Majid,Abedini,U,1986-05-22,IRI,,,Majid Abedini
136353,Fardad,Falsafi,U,1993-09-24,IRI,,,Fardad Falsafi
136354,Mehdi,Najarian,U,1968-03-20,IRI,,,Mehdi Najarian
136355,Mohsen,Asadi,U,1983-11-07,IRI,,,Mohsen Asadi
136356,Sajad,Khayami,R,1979-07-09,IRI,,,Sajad Khayami
136357,Arash,Souri,U,1996-06-12,IRI,,,Arash Souri
136358,Korosh,Tavahen,U,1968-11-06,IRI,,,Korosh Tavahen
136359,Bahar,Biglary,U,1983-03-27,IRI,,,Bahar Biglary
136360,Manochehr,Kamali,U,1990-09-03,IRI,,,Manochehr Kamali
136361,Vahid,Rezaei,U,1990-09-15,IRI,,,Vahid Rezaei
136362,Norvik,Mousakhanian,U,1989-09-12,IRI,,,Norvik Mousakhanian
136363,Veera,Venkatesh,R,1990-07-04,IND,,,Veera Venkatesh
136364,Kamal,Suresh Kumar,U,1989-03-03,IND,,,Kamal Suresh Kumar
136365,David,Ayeni,R,1992-02-28,NGR,,,David Ayeni
136366,Kshitij,Kamal,R,1991-12-10,IND,,,Kshitij Kamal
136367,Raphael,Tsongo Pilipili,U,1977-03-12,COD,,,Raphael Tsongo Pilipili
136368,Arturo,Baravalle,U,1989-05-08,ARG,,,Arturo Baravalle
136369,Lin,Chen,U,1996-07-17,CHN,,,Lin Chen
136370,Victor Augusto,Ramos Fernandes,U,1993-06-23,BRA,,,Victor Augusto Ramos Fernandes
136371,Alexandre,Cenacchi,U,1994-07-22,BRA,,,Alexandre Cenacchi
136372,Rodrigo,Da Costa De Queiroz,U,1993-01-12,BRA,,,Rodrigo Da Costa De Queiroz
136373,Fernando Manuel,Pinero Garcia,U,1991-08-27,PAR,,,Fernando Manuel Pinero Garcia
136374,Nicholas,Northcott,R,1991-04-03,AUS,,,Nicholas Northcott
136375,Robert,Ortiz,U,1978-12-22,USA,,,Robert Ortiz
136376,Mac,Cahill,U,1991-09-26,USA,,,Mac Cahill
136377,Bradley,Bator,U,1987-09-27,USA,,,Bradley Bator
136378,Michael,Longanecker,R,1982-05-29,USA,,,Michael Longanecker
136379,Kyle,Baker,R,1987-08-10,USA,,,Kyle Baker
136380,Alexander Robert,Dickson,U,1991-01-14,AUS,,,Alexander Robert Dickson
136381,Unknown,Unknown,U,,USA,,,Unknown Unknown
136382,Santiago,Rudi,U,1988-08-26,ARG,,,Santiago Rudi
136383,Evan H,Jurgensen,U,1989-06-27,USA,,,Evan H Jurgensen
136384,Unknown,Unknown,U,,USA,,,Unknown Unknown
136385,Rickey,Baylon,U,1993-11-10,USA,,,Rickey Baylon
136386,Mark,Bloom,U,1989-09-12,USA,,,Mark Bloom
136387,Mika,De Coster,R,1993-08-02,USA,,,Mika De Coster
136388,Max,Taylor,U,1987-02-01,USA,,,Max Taylor
136389,Robert,Erani,U,1990-06-26,USA,,,Robert Erani
136390,Andy,Riggs,U,1991-05-07,USA,,,Andy Riggs
136391,Matthew,Alves,U,1993-12-07,USA,,,Matthew Alves
136392,Steven,Henderson,U,1990-05-22,USA,,,Steven Henderson
136393,Victor,De La Vega,R,1988-05-17,MEX,,,Victor De La Vega
136394,Wesley,Tahara,R,1977-08-29,USA,,,Wesley Tahara
136395,Taylor,Chavez Goggin,U,1988-12-07,USA,,,Taylor Chavez Goggin
136396,Stefan,Farrar,U,1993-05-12,USA,,,Stefan Farrar
136397,Peng,Guan,U,1978-07-18,CHN,,,Peng Guan
136398,Dion,Earl,R,1972-03-13,USA,,,Dion Earl
136399,Joakim,Nordmar,U,1989-07-24,SWE,,,Joakim Nordmar
136400,Stefan,Mckinney,U,1987-02-02,USA,,,Stefan Mckinney
136401,Gehret,Staib,U,1993-06-22,USA,,,Gehret Staib
136402,Taylor,Witt,U,1989-11-24,USA,,,Taylor Witt
136403,Andrew,Cooney,U,1989-09-20,AUS,,,Andrew Cooney
136404,Joseph,Brandt,U,1993-05-11,USA,,,Joseph Brandt
136405,Josh,Steele,U,1987-04-28,USA,,,Josh Steele
136406,Jonathan,Kazarian,U,1989-07-03,USA,,,Jonathan Kazarian
136407,Andre W,Feliz,U,1988-07-26,USA,,,Andre W Feliz
136408,Jose Emilio,Sierra Short,U,1991-01-04,PUR,,,Jose Emilio Sierra Short
136409,Cameron,Lickle,U,1980-11-20,USA,,,Cameron Lickle
136410,Florante,Sarmiento,U,1991-07-30,USA,,,Florante Sarmiento
136411,Jake,Michaels,R,1992-03-08,USA,,,Jake Michaels
136412,Darren,Bregman,U,1986-07-11,USA,,,Darren Bregman
136413,Nicholas,Dinsmore,U,1981-12-06,USA,,,Nicholas Dinsmore
136414,Trevor,Dell,U,1992-09-04,USA,,,Trevor Dell
136415,Usama,Ehsan,U,1991-06-25,PAK,,,Usama Ehsan
136416,Sebastian,Vera,U,1994-12-15,BOL,,,Sebastian Vera
136417,Cesar Matias Nahuel,Perez,U,1992-11-17,ARG,,,Cesar Matias Nahuel Perez
136418,Andres,Estenssoro,U,1992-12-07,BOL,,,Andres Estenssoro
136419,Gabriel,Najle,L,1990-07-06,ARG,,,Gabriel Najle
136420,Anibal,Rojas Carrasco,U,1987-04-19,CHI,,,Anibal Rojas Carrasco
136421,Mauricio Arnaldo,Gonzalez Karpovics,U,1993-05-20,BOL,,,Mauricio Arnaldo Gonzalez Karpovics
136422,Gonzalo,Flores,U,1973-08-13,BOL,,,Gonzalo Flores
136423,Francisco,Teran,U,1994-04-08,BOL,,,Francisco Teran
136424,Javier Eduardo,Zenteno Ramirez,U,1993-09-29,BOL,,,Javier Eduardo Zenteno Ramirez
136425,Julian,Garcia,R,1992-09-08,ARG,,,Julian Garcia
136426,Alejandro Eduardo,Farias Diaz,R,1991-11-04,CHI,,,Alejandro Eduardo Farias Diaz
136427,Andres,Rivera,R,1992-08-22,BOL,,,Andres Rivera
136428,Jose Daniel,Gisbert,U,1994-11-12,BOL,,,Jose Daniel Gisbert
136429,Erik,Thorelli,U,1991-02-16,SWE,,,Erik Thorelli
136430,Adam,Jonsson,U,1992-01-10,SWE,,,Adam Jonsson
136431,Axel,Ingo,R,1992-01-13,SWE,,,Axel Ingo
136432,Johannes,Andersson,U,1992-09-10,SWE,,,Johannes Andersson
136433,Pierre,Debrosse,U,1992-07-29,FRA,,,Pierre Debrosse
136434,Diogo,Moreira,U,1993-11-04,POR,,,Diogo Moreira
136435,Andrew,Macfarlane,R,1994-03-14,AUS,,,Andrew Macfarlane
136436,Danie,Jacobs,U,1977-01-08,RSA,,,Danie Jacobs
136437,Josh,Winterton,U,1992-04-30,AUS,,,Josh Winterton
136438,Tavis,Saunders,U,1995-05-24,AUS,,,Tavis Saunders
136439,Oisin,Mccormack,U,1992-08-10,IRL,,,Oisin Mccormack
136440,Dominik,Koepfer,L,1994-04-29,GER,180.0,Q37535155,Dominik Koepfer
136441,Dennis,Baumgartner,R,1994-10-14,GER,,,Dennis Baumgartner
136442,Adrian,Sexauer,U,1994-04-01,GER,,,Adrian Sexauer
136443,Michael,Tenzer,R,1991-11-02,GER,,,Michael Tenzer
136444,Benson Mugo,Kahiga,U,1985-01-07,KEN,,,Benson Mugo Kahiga
136445,Augusto Tadeu Neves Frazao,Freitas,R,1992-03-31,BRA,,,Augusto Tadeu Neves Frazao Freitas
136446,Murilo Cercato,Valadares,U,1991-11-05,BRA,,,Murilo Cercato Valadares
136447,Daniel,Lopes Viana,U,1995-07-07,BRA,,,Daniel Lopes Viana
136448,Augusto Cezar,Prochnow Mangabeira Nunez,U,1992-08-19,BRA,,,Augusto Cezar Prochnow Mangabeira Nunez
136449,Daniel,Molina,U,1996-01-29,BOL,,,Daniel Molina
136450,Diego Alejandro,Pinto,U,1995-08-14,BOL,,,Diego Alejandro Pinto
136451,Patricio,Fernandez Griffo,R,1991-01-11,ARG,,,Patricio Fernandez Griffo
136452,Javier,Ortiz,L,1991-02-06,BOL,,,Javier Ortiz
136453,Gabriel,Cohen Natella,U,1992-05-25,ARG,,,Gabriel Cohen Natella
136454,Mario,Hurtado,U,1993-09-10,BOL,,,Mario Hurtado
136455,Roberto,Alba,R,1993-09-23,BOL,,,Roberto Alba
136456,Omid,Afshar,U,1973-05-20,IRI,,,Omid Afshar
136457,Zhandos,Kenzhebaev,U,1991-01-01,KAZ,,,Zhandos Kenzhebaev
136458,Sayed Hazem,Al Mosawi,R,1990-01-24,BRN,,,Sayed Hazem Al Mosawi
136459,Mark,Butcher,U,1988-11-09,AUS,,,Mark Butcher
136460,Kyle,Mackin,R,1990-10-14,AUS,,,Kyle Mackin
136461,Sam Edward,Longhurst,U,1995-12-19,AUS,,,Sam Edward Longhurst
136462,Kevin,Angus,U,1960-03-27,AUS,,,Kevin Angus
136463,John,Nilsen,U,1962-06-10,USA,,,John Nilsen
136464,Kevin,Gardner,L,1983-02-02,ANT,,,Kevin Gardner
136465,Paul,Chappell,U,1989-02-18,USA,,,Paul Chappell
136466,Andy,Wang,U,1990-08-19,USA,,,Andy Wang
136467,Michael,Lane,U,1967-07-11,USA,,,Michael Lane
136468,Jon,Hartwell,R,1988-05-05,USA,,,Jon Hartwell
136469,Davinder,Toor,U,1978-09-12,USA,,,Davinder Toor
136470,Ryusei,Nogami,U,1986-02-15,JPN,,,Ryusei Nogami
136471,Sachio,Yoshida,U,1964-11-11,JPN,,,Sachio Yoshida
136472,Sonosuke,Emoto,U,1991-06-04,JPN,,,Sonosuke Emoto
136473,Yuzp,Norita,U,1989-10-11,JPN,,,Yuzp Norita
136474,Aleksandar,Gajanovic,R,1983-09-18,BIH,,,Aleksandar Gajanovic
136475,Alain,Lambert,U,1963-05-20,FRA,,,Alain Lambert
136476,Alexandre,Blossier,R,1992-01-08,FRA,,,Alexandre Blossier
136477,Aleksei,Taranda,R,1995-08-08,BLR,,,Aleksei Taranda
136478,Deniel,Aliyev,R,1994-01-11,KAZ,,,Deniel Aliyev
136479,Dennis,Saile,U,1990-06-01,GER,,,Dennis Saile
136480,Jonas,Kuwert,U,1993-09-18,GER,,,Jonas Kuwert
136481,Renan,Branco Da Luz,U,1984-03-11,BRA,,,Renan Branco Da Luz
136482,Joao Victor,Amato Trindade,U,1996-04-25,BRA,,,Joao Victor Amato Trindade
136483,Emmanuel,Llurda Menezes,U,1979-03-13,BRA,,,Emmanuel Llurda Menezes
136484,Vlad,Romenskoy,U,1995-07-09,KAZ,,,Vlad Romenskoy
136485,Artyom,Asheulov,U,1992-08-01,KAZ,,,Artyom Asheulov
136486,Khalid,Al Rajhi,U,1993-02-02,KUW,,,Khalid Al Rajhi
136487,Osama,Ali,U,1994-01-24,KUW,,,Osama Ali
136488,Ghazi,Alkazemi,U,1976-07-05,KUW,,,Ghazi Alkazemi
136489,Kunle,Maku,U,1985-10-24,NGR,,,Kunle Maku
136490,Oluwasegun,Afolabi,U,1989-12-27,NGR,,,Oluwasegun Afolabi
136491,Bernard,Brendan,U,1986-03-16,NGR,,,Bernard Brendan
136492,Omar,Elkheshen,U,1992-09-02,EGY,,,Omar Elkheshen
136493,Marc,Wakim,U,1992-01-14,EGY,,,Marc Wakim
136494,George,Rivers,R,1993-01-01,USA,,,George Rivers
136495,Stratton,Gilmore,U,1993-04-24,USA,,,Stratton Gilmore
136496,Parker Kyle,Cheney,U,1990-01-05,USA,,,Parker Kyle Cheney
136497,Keita,Jokura,U,1990-03-26,JPN,,,Keita Jokura
136498,Hayato,Niitsu,U,1990-09-11,JPN,,,Hayato Niitsu
136499,Ryosuke,Yokoyama,R,1990-09-22,JPN,,,Ryosuke Yokoyama
136500,Yasuyuki,Watanabe,U,1989-04-30,JPN,,,Yasuyuki Watanabe
136501,Takuya,Miyagawa,U,1990-10-23,JPN,,,Takuya Miyagawa
136502,Yoshiki,Hosokawa,U,1990-12-01,JPN,,,Yoshiki Hosokawa
136503,Yuta,Morioka,U,1989-05-05,JPN,,,Yuta Morioka
136504,Takuma,Masuda,U,1990-02-07,JPN,,,Takuma Masuda
136505,Hiroyuki,Tanaka,U,1990-05-11,JPN,,,Hiroyuki Tanaka
136506,Yuhei,Kanbe,U,1991-05-15,JPN,,,Yuhei Kanbe
136507,Masaki,Nishizawa,U,1989-10-09,JPN,,,Masaki Nishizawa
136508,Shunsuke,Shimura,U,1990-03-02,JPN,,,Shunsuke Shimura
136509,Roland Jordan,Perlitz,R,1994-07-04,GER,,,Roland Jordan Perlitz
136510,Cameron,Nicol,U,1993-03-17,GBR,,,Cameron Nicol
136511,Rahul,Kumar,U,1983-07-23,IND,,,Rahul Kumar
136512,Lindsay,Murdoch,U,1995-01-23,GBR,,,Lindsay Murdoch
136513,Sam,Harrison,L,1992-05-30,GBR,,,Sam Harrison
136514,Marko,Dadic,U,1995-08-04,SRB,,,Marko Dadic
136515,Dino,Mesin,U,1993-06-30,CRO,,,Dino Mesin
136516,Matija,Tomljanovic,U,1993-05-22,CRO,,,Matija Tomljanovic
136517,Alex,Fernandez,U,1992-04-26,ESP,,,Alex Fernandez
136518,Xavier,Carrillo Cid,R,1991-01-27,ESP,,,Xavier Carrillo Cid
136519,Matias,Dasso,R,1992-06-09,ARG,,,Matias Dasso
136520,Juan Ignacio,Soria,U,1993-02-11,ARG,,,Juan Ignacio Soria
136521,Nicolas,Trigo,R,1986-04-05,ARG,,,Nicolas Trigo
136522,Franco,Pussetto,R,1992-11-07,ARG,,,Franco Pussetto
136523,Lucas,Cardenas,U,1993-07-10,ARG,,,Lucas Cardenas
136524,Gonzalo,Gaitan,U,1985-05-25,ARG,,,Gonzalo Gaitan
136525,Filipe,Meurer,U,1990-02-10,BRA,,,Filipe Meurer
136526,Ramiro,Vargas,U,1993-01-27,BRA,,,Ramiro Vargas
136527,Pedro,Saueressig Roese,U,1994-08-18,BRA,,,Pedro Saueressig Roese
136528,Nasiru,Sanni,U,1988-11-20,NGR,,,Nasiru Sanni
136529,Nicholas,Rees,U,1985-03-06,GBR,,,Nicholas Rees
136530,Stefan,Burnett,R,1993-11-26,GBR,,,Stefan Burnett
136531,Toni,Boljat,U,1992-12-27,CRO,,,Toni Boljat
136532,Ahmed,Mounir,U,1987-12-08,EGY,,,Ahmed Mounir
136533,Jonathan,Zaouche,U,1991-04-12,FRA,,,Jonathan Zaouche
136534,Damein,Cordoba,U,1988-10-25,FRA,,,Damein Cordoba
136535,Bartos,Micher,U,1986-11-10,GER,,,Bartos Micher
136536,Jason,Garriotte,U,1976-07-17,USA,,,Jason Garriotte
136537,Ryan,Radke,U,1986-07-12,USA,,,Ryan Radke
136538,Felipe,Farias,U,1987-04-20,VEN,,,Felipe Farias
136539,Sumner,Chase,U,1955-12-20,USA,,,Sumner Chase
136540,Jordan,Giddens,U,1994-05-24,USA,,,Jordan Giddens
136541,Jeffrey,Farias,R,1990-07-17,USA,,,Jeffrey Farias
136542,Pierre,Vernin,U,1991-03-14,FRA,,,Pierre Vernin
136543,Creighton,Blanchard,U,1990-04-18,USA,,,Creighton Blanchard
136544,Dario,Kirola,R,1989-08-28,USA,,,Dario Kirola
136545,Brent,Goodbrake,U,1986-07-30,USA,,,Brent Goodbrake
136546,Nicholas,Margiasso,U,1981-11-09,USA,,,Nicholas Margiasso
136547,Justin,Winton,U,1992-12-07,USA,,,Justin Winton
136548,Garrett,Gordon,U,1993-08-24,USA,,,Garrett Gordon
136549,Casey,Kay,U,1993-06-25,USA,,,Casey Kay
136550,Davis Mark,Dawson,R,1990-02-23,USA,,,Davis Mark Dawson
136551,Gregory,Andrade,U,1987-11-06,BRA,,,Gregory Andrade
136552,Jishnu,Saha,U,1987-06-26,USA,,,Jishnu Saha
136553,Nathan,Matthews,U,1988-04-21,USA,,,Nathan Matthews
136554,Jeshua,Irazabal,R,1990-07-27,MEX,,,Jeshua Irazabal
136555,Harris,Barnard,U,1991-06-14,USA,,,Harris Barnard
136556,Christopher,Robinson,U,1972-04-19,USA,,,Christopher Robinson
136557,Patrick,Eagan,U,1980-12-01,USA,,,Patrick Eagan
136558,Sean,Karl,U,1994-06-14,USA,,,Sean Karl
136559,Santiago,Cornejo,U,1995-01-02,ARG,,,Santiago Cornejo
136560,Juan Cruz,Di Paola,U,1994-08-23,ARG,,,Juan Cruz Di Paola
136561,Agustin,Barilari,U,1993-10-29,ARG,,,Agustin Barilari
136562,Billy,Koskinas,L,1991-05-06,AUS,,,Billy Koskinas
136563,Vasileios,Vasdekis,U,1994-08-09,GRE,,,Vasileios Vasdekis
136564,Christos,Sofianos,R,1987-09-14,GRE,,,Christos Sofianos
136565,Dimitrios,Papasteriadis,U,1993-04-16,GRE,,,Dimitrios Papasteriadis
136566,Vincenzo,Caldara,R,1993-04-17,ITA,,,Vincenzo Caldara
136567,Alvaro,Vergara Mondaca,U,1991-07-31,CHI,,,Alvaro Vergara Mondaca
136568,Javier Ignacio,Ortiz Vega,U,1984-02-27,CHI,,,Javier Ignacio Ortiz Vega
136569,Ivan,Conejero,U,1993-02-09,CHI,,,Ivan Conejero
136570,Sergio,Munoz,U,1991-02-20,CHI,,,Sergio Munoz
