tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2023-1536,Madrid Masters,Clay,128,M,20230424,292,111575,10.0,,Karen Khachanov,R,198.0,RUS,26.9,126094,5.0,,Andrey Rublev,R,188.0,RUS,25.5,7-6(8) 6-4,3,R16,102.0,5.0,2.0,72.0,44.0,35.0,18.0,11.0,1.0,1.0,7.0,3.0,73.0,42.0,33.0,17.0,11.0,3.0,4.0,12.0,2855.0,6.0,4280.0
2023-1536,Madrid Masters,Clay,128,M,20230424,291,127157,,LL,Daniel Altmaier,R,188.0,GER,24.6,144719,,,Jaume Munar,R,183.0,ESP,25.9,6-3 6-0,3,R16,85.0,1.0,0.0,41.0,26.0,18.0,12.0,7.0,4.0,4.0,0.0,1.0,51.0,38.0,18.0,6.0,8.0,6.0,11.0,92.0,633.0,88.0,666.0
2023-1536,Madrid Masters,Clay,128,M,20230424,290,106432,17.0,,Borna Coric,R,188.0,CRO,26.4,200221,29.0,,Alejandro Davidovich Fokina,R,183.0,ESP,23.8,6-7(5) 6-3 7-6(5),3,R16,208.0,6.0,2.0,119.0,70.0,54.0,19.0,16.0,11.0,14.0,0.0,2.0,120.0,94.0,57.0,13.0,17.0,6.0,11.0,20.0,1890.0,35.0,1095.0
2023-1536,Madrid Masters,Clay,128,M,20230424,289,105526,,LL,Jan Lennard Struff,R,193.0,GER,32.9,106398,,,Pedro Cachin,R,185.0,ARG,28.0,7-6(7) 6-7(7) 6-3,3,R16,148.0,8.0,2.0,109.0,73.0,56.0,20.0,16.0,4.0,6.0,8.0,3.0,107.0,68.0,52.0,23.0,17.0,1.0,5.0,65.0,779.0,67.0,767.0
2023-1536,Madrid Masters,Clay,128,M,20230424,288,126774,4.0,,Stefanos Tsitsipas,R,193.0,GRE,24.6,126523,,,Bernabe Zapata Miralles,R,183.0,ESP,26.2,6-3 6-1,3,R16,73.0,0.0,1.0,41.0,24.0,16.0,9.0,8.0,0.0,3.0,0.0,2.0,62.0,47.0,18.0,5.0,8.0,9.0,16.0,5.0,5195.0,42.0,958.0
2023-1536,Madrid Masters,Clay,128,M,20230424,287,111190,,,Zhizhen Zhang,R,193.0,CHN,26.5,126203,8.0,,Taylor Fritz,R,196.0,USA,25.4,3-6 7-6(5) 7-6(8),3,R16,148.0,7.0,3.0,107.0,60.0,42.0,28.0,16.0,5.0,8.0,11.0,2.0,104.0,62.0,48.0,27.0,17.0,2.0,4.0,99.0,606.0,10.0,3290.0
2023-1536,Madrid Masters,Clay,128,M,20230424,286,106234,,Q,Aslan Karatsev,R,185.0,RUS,29.6,106421,2.0,,Daniil Medvedev,R,198.0,RUS,27.1,7-6(1) 6-4,3,R16,96.0,2.0,0.0,64.0,43.0,34.0,14.0,11.0,3.0,4.0,4.0,0.0,61.0,43.0,29.0,11.0,11.0,0.0,2.0,121.0,497.0,3.0,5240.0
2023-1536,Madrid Masters,Clay,128,M,20230424,285,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,19.9,105777,26.0,,Grigor Dimitrov,R,191.0,BUL,31.9,6-2 7-5,3,R32,90.0,3.0,0.0,51.0,35.0,26.0,12.0,10.0,1.0,2.0,2.0,2.0,54.0,29.0,18.0,12.0,10.0,2.0,6.0,2.0,6770.0,32.0,1170.0
2023-1536,Madrid Masters,Clay,128,M,20230424,284,100644,13.0,,Alexander Zverev,R,198.0,GER,26.0,126409,,Q,Hugo Grenier,R,196.0,FRA,27.0,6-1 6-0,3,R32,56.0,4.0,1.0,29.0,25.0,22.0,2.0,6.0,0.0,0.0,1.0,5.0,48.0,27.0,14.0,3.0,7.0,4.0,10.0,16.0,2140.0,128.0,466.0
2023-1536,Madrid Masters,Clay,128,M,20230424,283,111575,10.0,,Karen Khachanov,R,198.0,RUS,26.9,105138,20.0,,Roberto Bautista Agut,R,183.0,ESP,35.0,7-5 4-6 6-3,3,R32,175.0,11.0,3.0,91.0,60.0,44.0,18.0,16.0,1.0,3.0,3.0,2.0,116.0,74.0,51.0,18.0,15.0,13.0,16.0,12.0,2855.0,25.0,1475.0
2023-1536,Madrid Masters,Clay,128,M,20230424,282,126094,5.0,,Andrey Rublev,R,188.0,RUS,25.5,106415,28.0,,Yoshihito Nishioka,L,170.0,JPN,27.5,6-2 7-5,3,R32,86.0,10.0,1.0,61.0,38.0,33.0,12.0,10.0,1.0,1.0,6.0,1.0,77.0,64.0,39.0,5.0,10.0,5.0,8.0,6.0,4280.0,34.0,1138.0
2023-1536,Madrid Masters,Clay,128,M,20230424,281,144719,,,Jaume Munar,R,183.0,ESP,25.9,208286,,Q,Matteo Arnaldi,R,185.0,ITA,22.1,3-6 6-3 6-1,3,R32,123.0,1.0,2.0,76.0,53.0,36.0,11.0,12.0,2.0,4.0,4.0,0.0,82.0,47.0,30.0,16.0,13.0,9.0,14.0,88.0,666.0,105.0,556.0
2023-1536,Madrid Masters,Clay,128,M,20230424,280,127157,,LL,Daniel Altmaier,R,188.0,GER,24.6,105870,,Q,Yannick Hanfmann,R,193.0,GER,31.4,7-6(3) 6-3,3,R32,111.0,6.0,1.0,78.0,60.0,44.0,6.0,11.0,6.0,7.0,3.0,2.0,66.0,49.0,30.0,9.0,10.0,2.0,4.0,92.0,633.0,108.0,548.0
2023-1536,Madrid Masters,Clay,128,M,20230424,279,106432,17.0,,Borna Coric,R,188.0,CRO,26.4,128034,12.0,,Hubert Hurkacz,R,196.0,POL,26.1,7-6(3) 6-3,3,R32,97.0,4.0,1.0,72.0,43.0,37.0,17.0,11.0,3.0,3.0,5.0,1.0,60.0,38.0,29.0,14.0,10.0,1.0,2.0,20.0,1890.0,15.0,2660.0
2023-1536,Madrid Masters,Clay,128,M,20230424,278,200221,29.0,,Alejandro Davidovich Fokina,R,183.0,ESP,23.8,208029,6.0,,Holger Rune,R,188.0,DEN,19.9,7-6(1) 5-7 7-6(5),3,R32,185.0,2.0,2.0,123.0,95.0,65.0,16.0,18.0,8.0,12.0,6.0,2.0,113.0,72.0,48.0,26.0,18.0,7.0,10.0,35.0,1095.0,7.0,4070.0
2023-1536,Madrid Masters,Clay,128,M,20230424,277,105526,,LL,Jan Lennard Struff,R,193.0,GER,32.9,105583,,,Dusan Lajovic,R,183.0,SRB,32.8,6-7(2) 6-3 6-3,3,R32,132.0,8.0,3.0,102.0,56.0,44.0,26.0,15.0,5.0,5.0,9.0,0.0,108.0,74.0,53.0,15.0,15.0,6.0,9.0,65.0,779.0,40.0,994.0
2023-1536,Madrid Masters,Clay,128,M,20230424,276,106398,,,Pedro Cachin,R,185.0,ARG,28.0,126207,9.0,,Frances Tiafoe,R,188.0,USA,25.2,6-1 7-6(2),3,R32,81.0,8.0,1.0,57.0,36.0,29.0,12.0,10.0,3.0,4.0,4.0,0.0,51.0,35.0,22.0,6.0,9.0,1.0,4.0,67.0,767.0,11.0,2870.0
2023-1536,Madrid Masters,Clay,128,M,20230424,275,126523,,,Bernabe Zapata Miralles,R,183.0,ESP,26.2,126128,,Q,Roman Safiullin,R,185.0,RUS,25.7,6-3 3-6 6-3,3,R32,141.0,3.0,0.0,90.0,68.0,47.0,14.0,14.0,5.0,7.0,4.0,5.0,98.0,65.0,46.0,15.0,13.0,8.0,11.0,42.0,958.0,112.0,525.0
2023-1536,Madrid Masters,Clay,128,M,20230424,274,126774,4.0,,Stefanos Tsitsipas,R,193.0,GRE,24.6,202104,25.0,,Sebastian Baez,R,170.0,ARG,22.3,7-5 3-6 6-3,3,R32,132.0,4.0,4.0,95.0,65.0,49.0,12.0,15.0,4.0,6.0,1.0,1.0,88.0,61.0,37.0,20.0,15.0,5.0,8.0,5.0,5195.0,31.0,1190.0
2023-1536,Madrid Masters,Clay,128,M,20230424,273,126203,8.0,,Taylor Fritz,R,196.0,USA,25.4,106426,,,Cristian Garin,R,185.0,CHI,26.8,6-1 7-6(4),3,R32,91.0,10.0,1.0,51.0,33.0,29.0,14.0,10.0,0.0,1.0,2.0,3.0,81.0,61.0,36.0,8.0,9.0,9.0,12.0,10.0,3290.0,73.0,723.0
2023-1536,Madrid Masters,Clay,128,M,20230424,272,111190,,,Zhizhen Zhang,R,193.0,CHN,26.5,111815,11.0,,Cameron Norrie,L,188.0,GBR,27.6,2-6 7-6(2) 7-6(2),3,R32,129.0,13.0,0.0,87.0,63.0,50.0,18.0,16.0,5.0,7.0,8.0,0.0,100.0,74.0,54.0,17.0,16.0,0.0,0.0,99.0,606.0,13.0,2725.0
2023-1536,Madrid Masters,Clay,128,M,20230424,271,106234,,Q,Aslan Karatsev,R,185.0,RUS,29.6,200282,16.0,,Alex De Minaur,R,183.0,AUS,24.1,6-3 4-6 6-4,3,R32,136.0,4.0,0.0,95.0,61.0,45.0,17.0,15.0,3.0,5.0,3.0,3.0,76.0,47.0,36.0,16.0,14.0,2.0,5.0,121.0,497.0,19.0,1995.0
2023-1536,Madrid Masters,Clay,128,M,20230424,270,106421,2.0,,Daniil Medvedev,R,198.0,RUS,27.1,207686,,Q,Alexander Shevchenko,R,185.0,KAZ,22.3,4-6 6-1 7-5,3,R32,162.0,4.0,6.0,119.0,67.0,44.0,25.0,15.0,9.0,13.0,2.0,4.0,102.0,51.0,34.0,19.0,14.0,8.0,14.0,3.0,5240.0,96.0,610.0
2023-1536,Madrid Masters,Clay,128,M,20230424,269,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,19.9,200325,,,Emil Ruusuvuori,R,188.0,FIN,24.0,2-6 6-4 6-2,3,R64,136.0,10.0,1.0,100.0,69.0,44.0,18.0,13.0,9.0,11.0,3.0,3.0,72.0,45.0,33.0,14.0,13.0,2.0,5.0,2.0,6770.0,41.0,977.0
2023-1536,Madrid Masters,Clay,128,M,20230424,268,105777,26.0,,Grigor Dimitrov,R,191.0,BUL,31.9,106296,,,Gregoire Barrere,R,183.0,FRA,29.1,7-6(6) 7-6(2),3,R64,116.0,10.0,3.0,82.0,56.0,48.0,13.0,12.0,5.0,5.0,3.0,2.0,80.0,51.0,41.0,14.0,12.0,0.0,0.0,32.0,1170.0,56.0,848.0
2023-1536,Madrid Masters,Clay,128,M,20230424,267,126409,,Q,Hugo Grenier,R,196.0,FRA,27.0,200624,22.0,,Sebastian Korda,R,196.0,USA,22.8,7-6(5) 7-6(7),3,R64,138.0,3.0,4.0,106.0,63.0,43.0,21.0,12.0,6.0,9.0,7.0,2.0,86.0,52.0,35.0,17.0,12.0,6.0,9.0,128.0,466.0,28.0,1390.0
2023-1536,Madrid Masters,Clay,128,M,20230424,266,100644,13.0,,Alexander Zverev,R,198.0,GER,26.0,106148,,,Roberto Carballes Baena,R,183.0,ESP,30.0,6-7(6) 7-5 6-0,3,R64,205.0,12.0,4.0,107.0,65.0,52.0,21.0,15.0,8.0,9.0,2.0,1.0,103.0,65.0,42.0,19.0,15.0,4.0,9.0,16.0,2140.0,53.0,867.0
2023-1536,Madrid Masters,Clay,128,M,20230424,265,111575,10.0,,Karen Khachanov,R,198.0,RUS,26.9,106329,,,Thiago Monteiro,L,183.0,BRA,28.8,6-3 3-6 6-3,3,R64,120.0,10.0,2.0,74.0,45.0,35.0,23.0,14.0,3.0,4.0,11.0,3.0,84.0,53.0,36.0,18.0,13.0,1.0,3.0,12.0,2855.0,97.0,608.0
2023-1536,Madrid Masters,Clay,128,M,20230424,264,105138,20.0,,Roberto Bautista Agut,R,183.0,ESP,35.0,111460,,,Quentin Halys,R,191.0,FRA,26.4,4-6 7-6(5) 6-3,3,R64,146.0,7.0,1.0,93.0,53.0,38.0,30.0,15.0,3.0,4.0,15.0,2.0,105.0,56.0,46.0,25.0,16.0,4.0,6.0,25.0,1475.0,66.0,771.0
2023-1536,Madrid Masters,Clay,128,M,20230424,263,106415,28.0,,Yoshihito Nishioka,L,170.0,JPN,27.5,144684,,,Alex Molcan,L,178.0,SVK,25.3,5-7 6-4 6-4,3,R64,142.0,4.0,0.0,102.0,74.0,50.0,18.0,16.0,4.0,7.0,6.0,1.0,105.0,71.0,47.0,16.0,16.0,11.0,15.0,34.0,1138.0,58.0,825.0
2023-1536,Madrid Masters,Clay,128,M,20230424,262,126094,5.0,,Andrey Rublev,R,188.0,RUS,25.5,104527,,,Stan Wawrinka,R,183.0,SUI,38.0,7-5 6-4,3,R64,77.0,9.0,0.0,59.0,34.0,30.0,12.0,11.0,3.0,5.0,7.0,0.0,60.0,43.0,29.0,5.0,11.0,2.0,6.0,6.0,4280.0,84.0,692.0
2023-1536,Madrid Masters,Clay,128,M,20230424,261,208286,,Q,Matteo Arnaldi,R,185.0,ITA,22.1,134770,3.0,,Casper Ruud,R,183.0,NOR,24.3,6-3 6-4,3,R64,93.0,6.0,3.0,64.0,35.0,28.0,16.0,10.0,6.0,7.0,4.0,2.0,63.0,40.0,26.0,10.0,9.0,6.0,9.0,105.0,556.0,4.0,5210.0
2023-1536,Madrid Masters,Clay,128,M,20230424,260,144719,,,Jaume Munar,R,183.0,ESP,25.9,134868,30.0,,Tallon Griekspoor,R,188.0,NED,26.8,7-6(3) 0-0 RET,3,R64,59.0,2.0,0.0,37.0,28.0,19.0,9.0,6.0,2.0,2.0,1.0,3.0,40.0,28.0,21.0,6.0,6.0,1.0,1.0,88.0,666.0,36.0,1094.0
2023-1536,Madrid Masters,Clay,128,M,20230424,259,127157,,LL,Daniel Altmaier,R,188.0,GER,24.6,106214,,,Oscar Otte,R,193.0,GER,29.7,6-4 7-5,3,R64,102.0,3.0,2.0,79.0,55.0,40.0,12.0,11.0,1.0,1.0,8.0,3.0,64.0,31.0,24.0,18.0,11.0,1.0,3.0,92.0,633.0,98.0,606.0
2023-1536,Madrid Masters,Clay,128,M,20230424,258,105870,,Q,Yannick Hanfmann,R,193.0,GER,31.4,207518,15.0,,Lorenzo Musetti,R,185.0,ITA,21.1,6-4 7-6(3),3,R64,108.0,3.0,1.0,68.0,43.0,29.0,15.0,11.0,1.0,4.0,1.0,3.0,75.0,51.0,32.0,11.0,11.0,6.0,10.0,108.0,548.0,18.0,2065.0
2023-1536,Madrid Masters,Clay,128,M,20230424,257,128034,12.0,,Hubert Hurkacz,R,196.0,POL,26.1,104755,,,Richard Gasquet,R,183.0,FRA,36.8,6-7(9) 6-4 7-5,3,R64,144.0,29.0,4.0,98.0,65.0,54.0,21.0,17.0,3.0,4.0,9.0,4.0,113.0,57.0,43.0,32.0,17.0,4.0,7.0,15.0,2660.0,43.0,951.0
2023-1536,Madrid Masters,Clay,128,M,20230424,256,106432,17.0,,Borna Coric,R,188.0,CRO,26.4,200384,,WC,Hugo Gaston,L,173.0,FRA,22.5,6-3 6-3,3,R64,81.0,3.0,0.0,49.0,31.0,24.0,13.0,9.0,0.0,0.0,3.0,1.0,54.0,33.0,21.0,11.0,9.0,2.0,5.0,20.0,1890.0,106.0,555.0
2023-1536,Madrid Masters,Clay,128,M,20230424,255,200221,29.0,,Alejandro Davidovich Fokina,R,183.0,ESP,23.8,105077,,,Albert Ramos,L,188.0,ESP,35.2,6-3 6-4,3,R64,92.0,3.0,1.0,65.0,47.0,29.0,11.0,10.0,1.0,3.0,1.0,0.0,55.0,37.0,22.0,7.0,9.0,3.0,7.0,35.0,1095.0,60.0,810.0
2023-1536,Madrid Masters,Clay,128,M,20230424,254,208029,6.0,,Holger Rune,R,188.0,DEN,19.9,122330,,,Alexander Bublik,R,196.0,KAZ,25.8,6-1 4-6 7-6(9),3,R64,124.0,7.0,4.0,86.0,57.0,49.0,15.0,14.0,3.0,4.0,13.0,9.0,98.0,68.0,50.0,13.0,15.0,2.0,5.0,7.0,4070.0,55.0,865.0
2023-1536,Madrid Masters,Clay,128,M,20230424,253,105583,,,Dusan Lajovic,R,183.0,SRB,32.8,200000,7.0,,Felix Auger Aliassime,R,193.0,CAN,22.7,6-2 3-6 7-6(5),3,R64,153.0,4.0,1.0,86.0,54.0,45.0,15.0,14.0,1.0,2.0,12.0,11.0,100.0,57.0,48.0,16.0,15.0,4.0,6.0,40.0,994.0,9.0,3405.0
2023-1536,Madrid Masters,Clay,128,M,20230424,252,105526,,LL,Jan Lennard Struff,R,193.0,GER,32.9,210097,32.0,,Ben Shelton,L,193.0,USA,20.5,4-6 7-6(4) 7-5,3,R64,140.0,11.0,3.0,101.0,61.0,50.0,23.0,17.0,4.0,6.0,21.0,8.0,103.0,60.0,49.0,22.0,17.0,3.0,5.0,65.0,779.0,38.0,1042.0
2023-1536,Madrid Masters,Clay,128,M,20230424,251,106398,,,Pedro Cachin,R,185.0,ARG,28.0,202103,24.0,,Francisco Cerundolo,R,185.0,ARG,24.6,6-1 7-6(6),3,R64,80.0,1.0,1.0,61.0,42.0,35.0,13.0,10.0,1.0,1.0,2.0,2.0,49.0,29.0,20.0,13.0,9.0,0.0,2.0,67.0,767.0,30.0,1235.0
2023-1536,Madrid Masters,Clay,128,M,20230424,250,126207,9.0,,Frances Tiafoe,R,188.0,USA,25.2,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,23.7,6-3 7-6(5),3,R64,98.0,5.0,1.0,65.0,37.0,27.0,18.0,11.0,0.0,1.0,12.0,2.0,68.0,44.0,29.0,12.0,10.0,2.0,4.0,11.0,2870.0,59.0,814.0
2023-1536,Madrid Masters,Clay,128,M,20230424,249,126128,,Q,Roman Safiullin,R,185.0,RUS,25.7,126205,14.0,,Tommy Paul,R,185.0,USA,25.9,6-3 7-6(3),3,R64,99.0,1.0,0.0,67.0,55.0,45.0,7.0,11.0,2.0,2.0,4.0,0.0,66.0,43.0,31.0,14.0,10.0,3.0,4.0,112.0,525.0,17.0,2070.0
2023-1536,Madrid Masters,Clay,128,M,20230424,248,126523,,,Bernabe Zapata Miralles,R,183.0,ESP,26.2,105554,19.0,,Daniel Evans,R,175.0,GBR,32.9,6-3 6-2,3,R64,79.0,6.0,0.0,44.0,35.0,29.0,7.0,9.0,0.0,0.0,0.0,1.0,61.0,37.0,20.0,13.0,8.0,2.0,5.0,42.0,958.0,24.0,1560.0
2023-1536,Madrid Masters,Clay,128,M,20230424,247,202104,25.0,,Sebastian Baez,R,170.0,ARG,22.3,106218,,,Marcos Giron,R,180.0,USA,29.7,3-6 6-3 6-4,3,R64,130.0,2.0,1.0,78.0,55.0,44.0,14.0,14.0,2.0,3.0,5.0,3.0,111.0,77.0,54.0,15.0,14.0,8.0,10.0,31.0,1190.0,61.0,801.0
2023-1536,Madrid Masters,Clay,128,M,20230424,246,126774,4.0,,Stefanos Tsitsipas,R,193.0,GRE,24.6,106233,,WC,Dominic Thiem,R,185.0,AUT,29.6,3-6 6-1 7-6(5),3,R64,139.0,3.0,1.0,72.0,57.0,50.0,8.0,14.0,1.0,2.0,8.0,3.0,101.0,64.0,44.0,20.0,14.0,12.0,14.0,5.0,5195.0,93.0,625.0
2023-1536,Madrid Masters,Clay,128,M,20230424,245,126203,8.0,,Taylor Fritz,R,196.0,USA,25.4,106331,,,Christopher Oconnell,R,183.0,AUS,28.8,7-6(11) 6-4,3,R64,113.0,8.0,1.0,73.0,41.0,34.0,23.0,11.0,2.0,2.0,11.0,1.0,84.0,54.0,44.0,14.0,11.0,2.0,3.0,10.0,3290.0,81.0,710.0
2023-1536,Madrid Masters,Clay,128,M,20230424,244,106426,,,Cristian Garin,R,185.0,CHI,26.8,200175,27.0,,Miomir Kecmanovic,R,183.0,SRB,23.6,7-6(3) 6-7(5) 6-4,3,R64,162.0,4.0,3.0,116.0,73.0,53.0,26.0,17.0,4.0,5.0,4.0,3.0,100.0,53.0,38.0,29.0,17.0,1.0,3.0,73.0,723.0,33.0,1170.0
2023-1536,Madrid Masters,Clay,128,M,20230424,243,111190,,,Zhizhen Zhang,R,193.0,CHN,26.5,133430,21.0,,Denis Shapovalov,L,185.0,CAN,24.0,6-7(4) 6-4 7-6(1),3,R64,134.0,1.0,0.0,95.0,74.0,60.0,15.0,17.0,0.0,1.0,14.0,4.0,98.0,58.0,43.0,28.0,17.0,1.0,3.0,99.0,606.0,27.0,1425.0
2023-1536,Madrid Masters,Clay,128,M,20230424,242,111815,11.0,,Cameron Norrie,L,188.0,GBR,27.6,133297,,Q,Yosuke Watanuki,R,180.0,JPN,25.0,6-4 7-6(5),3,R64,98.0,7.0,2.0,64.0,44.0,36.0,11.0,11.0,3.0,4.0,9.0,4.0,83.0,55.0,37.0,12.0,11.0,4.0,6.0,13.0,2725.0,117.0,502.0
2023-1536,Madrid Masters,Clay,128,M,20230424,241,200282,16.0,,Alex De Minaur,R,183.0,AUS,24.1,106065,,Q,Marco Cecchinato,R,185.0,ITA,30.5,6-4 7-6(5),3,R64,105.0,0.0,1.0,73.0,49.0,40.0,15.0,11.0,7.0,7.0,3.0,3.0,74.0,45.0,32.0,19.0,11.0,4.0,5.0,19.0,1995.0,85.0,688.0
2023-1536,Madrid Masters,Clay,128,M,20230424,240,106234,,Q,Aslan Karatsev,R,185.0,RUS,29.6,122298,23.0,,Botic Van De Zandschulp,R,191.0,NED,27.5,6-2 7-5,3,R64,94.0,3.0,2.0,56.0,36.0,26.0,13.0,10.0,1.0,2.0,6.0,1.0,68.0,41.0,27.0,10.0,10.0,3.0,7.0,121.0,497.0,29.0,1390.0
2023-1536,Madrid Masters,Clay,128,M,20230424,239,207686,,Q,Alexander Shevchenko,R,185.0,KAZ,22.3,208103,31.0,,Jiri Lehecka,R,185.0,CZE,21.4,6-1 6-1,3,R64,45.0,3.0,1.0,37.0,20.0,17.0,12.0,7.0,1.0,1.0,3.0,2.0,38.0,24.0,11.0,3.0,7.0,0.0,5.0,96.0,610.0,37.0,1046.0
2023-1536,Madrid Masters,Clay,128,M,20230424,238,106421,2.0,,Daniil Medvedev,R,198.0,RUS,27.1,131934,,Q,Andrea Vavassori,R,193.0,ITA,27.9,6-4 6-3,3,R64,82.0,4.0,4.0,56.0,35.0,27.0,15.0,10.0,3.0,3.0,3.0,0.0,56.0,42.0,29.0,4.0,9.0,2.0,4.0,3.0,5240.0,164.0,369.0
2023-1536,Madrid Masters,Clay,128,M,20230424,236,200325,,,Emil Ruusuvuori,R,188.0,FIN,24.0,200005,,,Ugo Humbert,L,188.0,FRA,24.8,7-6(6) 7-6(4),3,R128,119.0,9.0,1.0,80.0,49.0,39.0,17.0,12.0,1.0,2.0,5.0,6.0,87.0,63.0,47.0,8.0,12.0,1.0,2.0,41.0,977.0,77.0,718.0
2023-1536,Madrid Masters,Clay,128,M,20230424,235,106296,,,Gregoire Barrere,R,183.0,FRA,29.1,207182,,WC,Emilio Nava,R,185.0,USA,21.3,6-0 5-7 6-3,3,R128,101.0,5.0,0.0,71.0,48.0,39.0,16.0,14.0,0.0,1.0,11.0,0.0,78.0,55.0,33.0,12.0,13.0,4.0,8.0,56.0,848.0,173.0,344.0
2023-1536,Madrid Masters,Clay,128,M,20230424,232,126409,,Q,Hugo Grenier,R,196.0,FRA,27.0,106043,,,Diego Schwartzman,R,170.0,ARG,30.6,7-5 6-4,3,R128,120.0,8.0,2.0,71.0,42.0,27.0,17.0,11.0,6.0,8.0,0.0,2.0,68.0,54.0,39.0,3.0,11.0,5.0,9.0,128.0,466.0,72.0,730.0
2023-1536,Madrid Masters,Clay,128,M,20230424,231,106148,,,Roberto Carballes Baena,R,183.0,ESP,30.0,105676,,,David Goffin,R,180.0,BEL,32.3,6-4 6-4,3,R128,87.0,7.0,1.0,51.0,39.0,35.0,7.0,10.0,0.0,0.0,5.0,1.0,62.0,39.0,28.0,9.0,10.0,2.0,4.0,53.0,867.0,95.0,615.0
2023-1536,Madrid Masters,Clay,128,M,20230424,228,106329,,,Thiago Monteiro,L,183.0,BRA,28.8,127339,,Q,Borna Gojo,R,196.0,CRO,25.1,7-6(9) 4-6 6-3,3,R128,134.0,12.0,3.0,94.0,66.0,53.0,18.0,16.0,0.0,1.0,19.0,3.0,85.0,50.0,46.0,21.0,15.0,3.0,4.0,97.0,608.0,110.0,538.0
2023-1536,Madrid Masters,Clay,128,M,20230424,227,111460,,,Quentin Halys,R,191.0,FRA,26.4,200615,,,Alexei Popyrin,R,196.0,AUS,23.7,4-6 6-4 6-4,3,R128,114.0,13.0,2.0,79.0,53.0,42.0,18.0,15.0,4.0,5.0,8.0,1.0,88.0,59.0,43.0,16.0,15.0,2.0,4.0,66.0,771.0,75.0,721.0
2023-1536,Madrid Masters,Clay,128,M,20230424,224,144684,,,Alex Molcan,L,178.0,SVK,25.3,200059,,,Yibing Wu,R,183.0,CHN,23.5,6-2 6-4,3,R128,81.0,2.0,3.0,65.0,45.0,36.0,9.0,9.0,5.0,5.0,3.0,2.0,66.0,39.0,22.0,15.0,9.0,6.0,9.0,58.0,825.0,57.0,843.0
2023-1536,Madrid Masters,Clay,128,M,20230424,223,104527,,,Stan Wawrinka,R,183.0,SUI,38.0,202195,,,Maxime Cressy,R,201.0,USA,25.9,6-7(3) 6-3 7-6(4),3,R128,147.0,19.0,1.0,96.0,54.0,46.0,31.0,17.0,2.0,2.0,9.0,11.0,98.0,57.0,48.0,24.0,16.0,0.0,1.0,84.0,692.0,39.0,1010.0
2023-1536,Madrid Masters,Clay,128,M,20230424,220,208286,,Q,Matteo Arnaldi,R,185.0,ITA,22.1,105332,,Q,Benoit Paire,R,196.0,FRA,33.9,6-1 3-6 7-6(6),3,R128,120.0,7.0,5.0,94.0,60.0,44.0,15.0,14.0,8.0,11.0,15.0,12.0,94.0,46.0,37.0,18.0,14.0,6.0,10.0,105.0,556.0,161.0,377.0
2023-1536,Madrid Masters,Clay,128,M,20230424,219,144719,,,Jaume Munar,R,183.0,ESP,25.9,106423,,,Thanasi Kokkinakis,R,193.0,AUS,27.0,7-6(7) 7-6(3),3,R128,158.0,1.0,1.0,89.0,65.0,42.0,15.0,12.0,2.0,5.0,8.0,2.0,93.0,55.0,36.0,20.0,12.0,2.0,5.0,88.0,666.0,111.0,534.0
2023-1536,Madrid Masters,Clay,128,M,20230424,216,106214,,,Oscar Otte,R,193.0,GER,29.7,200303,,LL,Pavel Kotov,R,191.0,RUS,24.4,6-3 4-6 6-4,3,R128,124.0,8.0,5.0,78.0,43.0,38.0,22.0,15.0,5.0,6.0,2.0,1.0,88.0,60.0,42.0,16.0,14.0,3.0,5.0,98.0,606.0,101.0,583.0
2023-1536,Madrid Masters,Clay,128,M,20230424,215,105870,,Q,Yannick Hanfmann,R,193.0,GER,31.4,122669,,,Juan Pablo Varillas,R,185.0,PER,27.5,6-4 3-6 6-3,3,R128,137.0,6.0,3.0,85.0,57.0,43.0,13.0,14.0,4.0,6.0,2.0,2.0,93.0,61.0,39.0,19.0,14.0,5.0,8.0,108.0,548.0,87.0,667.0
2023-1536,Madrid Masters,Clay,128,M,20230424,212,104755,,,Richard Gasquet,R,183.0,FRA,36.8,212021,,WC,Martin Landaluce,R,191.0,ESP,17.2,6-2 6-1,3,R128,61.0,4.0,1.0,31.0,19.0,18.0,10.0,7.0,0.0,0.0,6.0,5.0,53.0,31.0,19.0,5.0,8.0,0.0,5.0,43.0,951.0,894.0,16.0
2023-1536,Madrid Masters,Clay,128,M,20230424,211,200384,,WC,Hugo Gaston,L,173.0,FRA,22.5,104871,,PR,Jeremy Chardy,R,188.0,FRA,36.1,6-3 6-4,3,R128,72.0,3.0,1.0,49.0,25.0,22.0,11.0,9.0,0.0,2.0,0.0,5.0,57.0,35.0,20.0,9.0,10.0,3.0,8.0,106.0,555.0,635.0,45.0
